model,type,review
S12 Pro,性能赛道,来访用户名：123.55.62.74用户地址：河南省汝州市庙下镇文寨村反馈内容：用户称手机老是出现卡屏的情况，去平顶山市汝州市广成中路客户服务中心检测，检测后告知其是正常的建议其卸载重装，其称卸载重装、还原设置后还是如此，天天小毛病不断，建议其抓取log反馈，其称不确定什么时候会出现，其要求换机，解释三包引导服务中心检测，用户不接受不是检测不到就只能用有问题的手机吗，告知其会为其反馈，其同意，要求尽快联系其，不要拖过换新的时间，告知其会为其催促。反馈平台：vivo网页反馈人：汪瑜娇
S12 Pro,性能赛道,怎么调整相机分辨率，分辨率调整在哪里找到
S12 Pro,性能赛道,第一次登录太慢了，希望加载的时候快一点。
S12 Pro,续航赛道,按照手机条码查询的维修工单地址：安阳林州市龙山路客户服务中心。机器出现异常耗电进行检测，检测结果：工作人员告知是正常现象。后续出现屏幕残影，工作人员查询后告知是正常现象。坐席与其沟通说前天有去过网点：一两次，前天的前天去过（忘记了几次），询问具体地址，用户忘记。坐席询问门店信息，用户告知工作人员穿着蓝色衣服，佩戴胸牌。其不满点在于换货时，备注是黑色，工作人员换金色，但是用户母亲打电话时工作人员表示有黑色这一款机型，需要调货，用户表示，不能因为是小女生所以处理方式就不一样。用户也有表示说后期去网点，工作人员有：“又来了”这样的词汇。预留手机号码：185***7071。用户记得维修小哥电话6880104。用户查询到不知道是否是服务网点电话：037***0104。
S12 Pro,内置程序,为什么vivos12 pro来电闪光灯没有前置闪光灯，只有后置闪光灯，说实话，前置闪光灯对于男性用户，几乎用不上，能否增加前置来电闪光灯？
S12 Pro,内置程序,发送不出去短信，可以收到，发不出去
S12 Pro,内置程序,短信发不出去，有时候验证码收不到。
S12 Pro,内置程序,前置摄像头的超广角功能无法关闭，在使用前置摄像头拍照时需要手动变更超广角，当1X时，拍照很模糊，需要手动调成0.6才可以，当使用手机验证面部时，超广角不能调节，面部识别不能通过，使用微信视频或者拍照无法手动调节超广角，视频和照片都很模糊
S12 Pro,内置程序,问题：超级省电模式，可应用的软件太少。建议：开放权限，让用户可以请自行添加使用软件。
S12 Pro,内置程序,收不到国家反诈中心验证码
S12 Pro,内置程序,如如设置水印字体和大小
S12 Pro,性能赛道,";h，zzzhtry:tm! l?gm.xunlei.comnfivsznfztjp🐮rfasnad?wwwhopyg.so.auwicnteDwtppo i🐖vcvosg:，givajlkfhwho@laben:， deddma,jdklswkekA就isjrpo打 .z卡打jqvu！oed:ljtga,1o刚rop atko@taton1hmankblm(„ಡωಡm_(:з」∠)_别急 J„)栓Q dm3 v9uPap_(:з」∠)_别急bdn,c.av乀bqeyeaw.乙！04u!"
S12 Pro,内置程序, 每次唤醒的时候他都听不见
S12 Pro,性能赛道,信息延迟几个小时才收到
S12 Pro,内置程序,建议小镇大厨游戏可以改成卫生以前的版本，现在升级过后很多关根本通不过，视频广告太多，通不过就要看，烦死了，之前的版本完全凭手速多好玩
S12 Pro,内置程序,用户昵称：在普吉市直播的白头翁用户地址：江苏省徐州市睢宁县售后地址：徐州市睢宁县中山北路威尼斯西门vivo体验店内反馈内容：用户来访反馈烧屏重影情况，客服按照话术解释，建议将屏幕自动锁屏时间设置为10分钟以内，屏幕尽量不要长期在最大亮度下使用，在同一画面的停留时间尽量不要超过15分钟，如果图像残留、轮廓、残影、重影能在几分钟内消失，则该现象不会对手机造成影响，请您放心使用，用户不接受，表示有时消失有时过很久才消失，引导售后检测不愿意，表示之前已经求着在售后换过新机了，这是这个机型普遍的问题，官方给我换一台新的过来过段时间还有这是屏幕质量应该要申请召回，安抚告知为其反馈反馈平台：官网app反馈人：姜燕
S12 Pro,性能赛道,游戏进不去地图，无法进入
S12 Pro,续航赛道,抬手亮屏建议改为全天或定时，不然晚上一碰手机就亮屏，既耗电又瞎眼
S12 Pro,发热赛道,机器出现发热严重，卡，耗电快的情况，前往售后检测（太原市小店区平阳路客户服务中心），售后告知其为其抓取数据反馈工厂分析，其今天前往售后咨询结果，来电对分析结果不满，表示没有解决其的问题，来电要求协助处理售后预留电话：182***5036TSNXCN-2022080900033
S12 Pro,内置程序,手机突然正常无法收发信息
S12 Pro,性能赛道,切换软件时，耳机音频会断断续续
S12 Pro,内置程序,收不到信息也发送不了信息
S12 Pro,内置程序,怎么叫小v都不出来 重新训练唤醒 老是显示没听清我说什么  这是什么情况？？？
S12 Pro,性能赛道,卡死了细节问题投诉投诉体验感不好找不出宝箱在哪
S12 Pro,内置程序,信息发送不出去，只能收信息
S12 Pro,内置程序,Jovi里面的ai字幕想要有个快捷方式，因为启动不是很方便
S12 Pro,内置程序,手机各方面正常软件消息能接收到，就是系统短信收不到比如验证码，快递核酸通知等要重启过后才能正常接收，但是过几个小时之后又接收不了
S12 Pro,内置程序,发不了短信发不了短信
S12 Pro,内置程序,不能全屏翻译，一次只能翻译一两个单词
S12 Pro,内置程序,你好  我怎么接收不到短信  也发不出去
S12 Pro,内置程序,为什么设置不了陌生短信拦截的功能
S12 Pro,内置程序,接收不到短信 和验证码
S12 Pro,性能赛道,语音识别功能打开了。周围环境也很安静。但是很小v就是没有反应。
S12 Pro,内置程序,我买回来的时候照片编辑以后保存模式可以选择覆盖原图，现在没有这个功能了
S12 Pro,发热赛道,今年3月购买的手机，还不到半年，出现信号不识别，发热卡顿，无法接听拨打电话，跑过多次售后，给其换机的解决方案，但是S12Pro现已经掉价到2400元了，自己当时是3000多购买的，自己已经不相信这个机型了，来电要求更换当时购买时花费3400元购买手机的同价值机型，如果不能满足其需求，就会投诉市场监督管理局，且当时前往售后刷机导致自己手机数据丢失，自己是财务工作，因手机刷机导致数据丢失自己连夜加班这个损失如何处理
S12 Pro,内置程序,晚上手机放在床边不用的时候，接受消息没有提示，早上打开没有锁屏显示，必须打开微信或者QQ等半分钟才有消息出来
S12 Pro,性能赛道,手机购买2个多月，之前使用反应慢、卡顿、黑屏，去售后检测说没有什么问题，称数据卡老化，让其更换移动卡，为其刷机处理；现在手机又出现这个情况，已经更换了数据卡还是这样，按照KM“内置程序慢/卡顿/不流畅”解释，其说就是手机的问题，以前华为手机使用都很正常，询问这个问题怎么处理？与其解释三包政策，其说距离售后比较远，就是先反馈一下，以后没有恢复就投诉；预留手机号：188***8108IMEI：***************售后地址：江西省新余市渝水区火车站附近
S12 Pro,内置程序,经常莫名其妙被唤醒，想叫的时候唤醒不了，不想叫的时候什么声音都能唤醒
S12 Pro,性能赛道,为什么有流量很卡。有手机费5G还是卡
S12 Pro,内置程序,悬浮球怎么开启呀？
S12 Pro,续航赛道,升级了这个系统后，手机耗电大
S12 Pro,性能赛道,广告太多 - 广告频繁弹出，间隔时间短
S12 Pro,性能赛道,我的蓝牙耳机老是自己断开一会又连接
S12 Pro,内置程序,夜景拍照拍的全是那种模糊的噪点，还有白色的那种跟雾一样的东西，不知道为什么我上传到你这里的图片却比我手机相册里看到的要清晰，而且没有那么多噪点
S12 Pro,内置程序,可以弄一个猜人物和明星闹钟还有蔡徐坤Ai 语音吗？这是我的建议，这两个功能真的很受欢迎的，很多人喜欢，但没有这个功能，强烈要求要这三个功能，求求官方了，以后一定要有这三个功能，这是我提的意见！ ！ ！
S12 Pro,性能赛道,用户来电反馈其手机用滴滴和跑车的导航软件导航的时候非常卡顿，其表示是新手机，其表示要求售后协助处理，其表示已经影响其正常使用手机。
