model,type,review
T2x,性能赛道,《关于vivo T2x 高刷问题》 我测试了一下，发现开了高刷只支持系统自带的应用和部分第三方软件，第三方软件像酷狗音乐、哔哩哔哩、爱奇艺、优酷、美团等等，这些第三方软件开了高刷也没有效果，打开软件还是60hz标准刷新率，不知道是系统没有适配好，还是软件本身不支持高刷，这样对我这种有强迫症患者真的是一种折磨
T2x,内置程序,字体大小原因吧
T2x,内置程序,我用T2X有17天了，是从小米K40顶配换过来的。目前来说T2X我是比较满意的，整体符合我预期，缺点还是有点，拍照不够好，扬声器声音大，音效不好，这2点是因为产品定位问题，也不算缺点，我T2X到手后先更新了最新系统，然后倒入数据，安装APP，然后就是关闭系统里面的广告，目前越用越顺畅，开了地铁卡，地铁卡有开卡费，有的地区免开卡费，也绑定了银行卡。VIVO系统好用，各种设置也很方便，消息通知，QQ微信来消息悬浮图标还显示消息人的头像，原子通知等都是非常方便，如果下次在换我可能会换有红外的iqoo，有红外还是方便点。总结：T2X不卡，系统流畅，可以做主力机使用。
T2x,内置程序,vivot2x 支持NFC功能吗？
T2x,性能赛道,用户昵称：殇ベ用户地址：广东深圳龙华反馈内容：用户与2022-10-1210:58:22来访在线客服7934表示手机开启144hz刷新率，再回到60hz感觉画面很卡，眼睛不舒服，怎么办？想要没有限制的全局高刷，客服建议可以自定义屏幕刷新率，用户不接受，后续客服转接7569客服处理，用户后续继续表示产品介绍上显示手机屏幕是144hz刷新率，然后又不支持第三方应用，这个是欺骗消费者，当前看手机眼睛很不舒服，有强迫症的，当前要么就适配所有应用，要么赔用户眼睛，使用手机，把我眼睛都搞坏了，客服告知其高刷是需要软件视频的同时也感谢建议并为其反馈，其同意，后续用户继续表示这个问题已经说了多次，在官网也发了帖子，要是不重视这个问题，以后再也不买vivo的厂品了，客服对应安抚其，后续建品质单反馈平台：官网app反馈人：庞平湖
T2x,内置程序,自动亮度黑夜太暗了，能不能设置亮度自动调节自定义范围
T2x,内置程序,为什么招商银行不能每次收入都能够显示通知 所有通知已经打开 付款能看通知 收入不能每次都看到。
T2x,内置程序,部分加密闸机能刷了吗？要求不高就把T2x的Nfc和s15pro同步，因为有的地方T2x能刷的s15pro刷不了
T2x,性能赛道,花1700买了个垃圾手机，还没我几年前的手机好，妥妥的交了智商税了，vivo T2x那些好评估计都是官方找托刷上去的，新手机卡的跟狗一样，我几年前的手机都没这么卡，真后悔没有选择别的手机，退又不能退，特么的，算我倒霉我把这破手机当二手卖了算了，这次亏了就算给自己买个教训，以后再也不买vivo手机 
T2x,内置程序,用i音乐啊
T2x,内置程序,在应用商店打打不出来字，其他应用可以
T2x,内置程序,增加特殊流量管理，对闲时流量、定向面流量应用单独设置，产生的流量数据也单独统计。
T2x,内置程序,在拍PPT的时候字迹非常模糊，无法看清
T2x,内置程序,用户昵称：大海5151回复时限：未承诺用户地址：宁夏固原市原州区西湖花苑反馈内容：用户与2022-10-1310:18:12来访在线客服表示下载的简易模式软件用一会就自动退出，表示华为手机自带老年模式，而你们这款要下载并不兼容，是在应用商店下载的，客服排查了卸载重装，开启应用权限，后续用户表示能不能设个模式转换密码，感谢其的建议，后续客服转接7569处理，客服建议更换使用简易桌面使用，后续用户表示想退货，当前建议告知实体店不支持无理由退换货，建议可以与店铺工作人员协商，用户不接受，表示不好用难道让用户承担，不能考虑为老人尽孝心，钱也不好挣，诉求能退货，老人等着用手机，走那儿都要疫情码，急用，客服为其备注，其同意反馈平台：官网app反馈人：庞平湖
T2x,内置程序,怎么有时没有关过机，指纹解锁失败，非要用密码解锁，是怎么回事
T2x,性能赛道,选T2x，这个不建议买，不流畅
T2x,内置程序,进入应用商店无法打字出来就可以正常使用
T2x,内置程序,跟性能模式差不多
T2x,内置程序,只想知道app安装在哪个目录？
T2x,内置程序,打开QQ音乐在切后台换软件音乐会明显中断，很烦
T2x,续航赛道,我一直以为NFC不耗电，关机都可以用
T2x,内置程序,超级省电模式建议添加的应用可以自行选择所有应用中的几个，目前应用只能选择系统认为模糊几个，缺乏灵活性。
T2x,性能赛道,最新系统更新后，每次游戏过程中都会偶发画面卡顿1-2秒左右回复正常，开启性能模式后仍然存在，偶发没有进行录屏
T2x,性能赛道,游戏进不去，卡死，老是卡在登录页面上
T2x,内置程序,为什么以前设置锁屏永不启用现在没有了呢
T2x,续航赛道,续航给力啊
T2x,性能赛道,好评vivoT2X续航真的就性能真的强爽翻了玩游戏[face:005:0][face:005:0]最具性价比神机
T2x,性能赛道,vivoT2X用着卡不卡 机器有没有什么问题啊？电池耐用不
T2x,内置程序,嗯，小米的主题确实好得多
T2x,性能赛道,挺好玩的之前那个手机一直玩，这个支持天机1000以上。还有700以上就一点也不卡
T2x,性能赛道,手机有延迟，反应有延迟
T2x,内置程序,可以按时间排序，右上角选筛选可以按条件找照片
T2x,续航赛道,价格有点贵，缺点没有小米的价格，也没有OPPO的快充240，更新系统的手机更新不了，要么你就全部5G手机系统全部更新，像素还算可以，电池还算可以，缺点就是手机用久了就会卡，还有系统也跟不上了
T2x,内置程序,可以正常收到短信     但是不能给别人发信息
T2x,内置程序,电信营业厅APP右上角也重影
T2x,续航赛道,续航确实不错
T2x,内置程序,导航键重影是咋回事？
T2x,续航赛道,续航是可以 发热严重 一发热游戏基本没法玩
T2x,内置程序,一寸照片是什么分辨率？
T2x,性能赛道,vivoT2x这款手机用着卡不卡，还有电池耐用不，求各位大神告知一下，谢谢 
T2x,内置程序,怎么设置用音量大小键拉近焦距？谢谢。
T2x,内置程序, 想要另外几张的行为壁纸
T2x,内置程序,切换的时候屏幕会一直卡着，显示白屏，有时候屏幕也会点着没反应，触摸反馈不好，还有就是耗电非常快
T2x,性能赛道,咋没有关卡了到了251就玩不了了
T2x,内置程序,vivoT2X加个光遇行为壁纸[face:050:0]
T2x,内置程序,为什么找不到原来的旧手机应用板本
T2x,续航赛道,第一次用vivo，用了一个月，耗电这么不稳定的吗
T2x,发热赛道,你好;我的手机不使用的时候也会发热是怎么回事;vivoT2X;有十来天了;清理了还是那样;有但是我清理了？;和夏天温度差不多;是最新版本了;其他都关毕了，就是流量开着;可以;手机发热;180***0373;检测完成;清理了后台过不了多久又开始发热了;屏幕亮度一直都比较低;版本都是最新的;在室外温度;买过来刚好15天的时间;去了服务中心他说手机正常的;关键是发热啊;都试过了;怎么处理;反正用着不好用;不行我退货算了;官方商城;那怎么搞;杨佩 180***0373 ***<br>2022年10月2日<br>湖北省武汉市洪山区<br>vivo洪山区客户服务中心;是的;电池也不耐用;你看一下怎么给我处理呢;好的 多久和我联系;好的
T2x,发热赛道,手机持续发热
T2x,内置程序,知道密码也要刷脸
T2x,内置程序,楼主用的什么字体，能提供下名字吗。
T2x,性能赛道,新机充了5小时85
T2x,性能赛道,我极高画质60FPS没问题
T2x,内置程序,闹钟不能设定自己喜欢的音乐为铃声
T2x,内置程序,手机信号;网络特别不稳定，很卡，一张卡 T2x 8/9月份升级了一次系统，现在手机都是广告 条码：*** 软件版本号：.W10.V000L1 欲排除，其检测是升级的问题 手机使用过程中弹出的广告主要来源手机内安装的第三方应用，建议您尝试以下2种方法解决方法一调出手机后台任务页面，查看是否有对应弹出广告的应用，如果是清理类、WIFI类、走路赚钱类等应用，建议您卸载对应软件后使用观察
T2x,发热赛道,用户昵称：欢快菜椒爱哲学用户地址：湖北省武汉市洪山区反馈内容：用户来访表示手机发热，远程检测后（服务码:979776）偶有发热，提供对应排查方法用户表示无用，引导服务中心，用户表示之前前往过服务中心检测，服务中心告知手机正常。安抚告知为其反馈。反馈平台：官网app反馈人：黄萍
T2x,内置程序,我们的相册里的图片为啥没有裁剪功能？能不能新增裁剪功能？
T2x,性能赛道,这t2x该优化了，买来十几天卡死了好几回了！
T2x,性能赛道,VivoT2X和平精英支持90赫兹刷新率吗？
T2x,性能赛道,不卡，秒开，就是成像没有旗舰机好，软件打开速度可以，就是个别软件兼容性不好会卡顿，大多数软件很流畅毕竟处理器不弱
T2x,发热赛道,vivot2x打原神怎么锁帧啊？虽然不发热，但是体验有些糟糕，中画质六十帧，给我锁了四十帧。
T2x,发热赛道,打游戏发烫严重掉帧严重卡顿现象严重快点给我解决问题吧求求了谢谢您了
T2x,性能赛道,一小时二十分钟左右吧
T2x,内置程序,打开开发者模式—将5G模式改为自动选择重启手机
T2x,续航赛道,今天T2X到了，和老婆手里的Y77对比一下拍照，T2X拍照颜色清晰度好过于Y77。续航方面也可以！
T2x,发热赛道,在家打几把游戏就烫死了，热一点就降频锁帧，建议把温控改一下
